Data Medicao;Hora Medicao;CH (NUVENS ALTAS)(codigo);CL (NUVENS BAIXAS)(codigo);CM (NUVENS MEDIAS)(codigo);NEBULOSIDADE, HORARIA(décimos);PRECIPITACAO TOTAL, HORARIO(mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA(mB);PRESSAO ATMOSFERICA AO NIVEL DO MAR, HORARIA(mB);TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);TEMPERATURA DO AR - BULBO UMIDO, HORARIA(°C);TEMPERATURA DO PONTO DE ORVALHO(°C);UMIDADE RELATIVA DO AR, HORARIA(%);VENTO, DIRECAO HORARIA(codigo);VENTO, VELOCIDADE HORARIA(m/s);VISIBILIDADE, HORARIA(codigo)
14/01/2004;1200;-1;5;-1;10;0;921.6;1012.3;23.2;21;20.2;83;5;3.3;70
14/01/2004;1800;-1;5;-1;10;0;918.8;1007.6;28;21;18.1;55;14;3;70
15/01/2004;0;-1;5;-1;10;11.1;923.4;1013.4;19.6;19.6;19.6;100;5;3.3;10
15/01/2004;1200;0;5;0;9;1.7;921.1;1010.9;23.4;21.2;20.3;83;5;5.8;70
15/01/2004;1800;0;2;5;8;0;918.2;1006.7;28.4;22;19.3;58;5;3.3;70
16/01/2004;0;-1;5;-1;10;15.6;920.7;1010.3;20.6;19.8;19.4;93;9;4.5;5
16/01/2004;1200;-1;5;-1;10;0;920.5;1009.4;23.4;21.6;20.9;86;5;3.6;70
16/01/2004;1800;0;5;3;9;0;917.4;1005.8;27.6;21.6;19.4;61;5;5;70
17/01/2004;0;0;5;0;8;1;919.1;1008.1;22.4;21.4;20.9;92;5;5;20
17/01/2004;1200;-1;5;-1;10;0.5;921.1;1010.7;20.8;20.6;20.5;99;5;1.6;60
17/01/2004;1800;-1;5;-1;10;0.4;918.9;1008.7;23.6;20.6;19.5;78;36;1.6;60
18/01/2004;0;-1;5;-1;10;0;920.2;1011.1;21;20.4;20.5;95;5;1.6;20
18/01/2004;1200;-1;5;-1;10;0;921.1;1010.7;23.4;21.2;20.5;83;36;5;70
18/01/2004;1800;-1;5;-1;10;7;919.9;1011.3;20;19.4;19.2;95;32;4.1;60
19/01/2004;0;-1;5;-1;10;2.1;922.6;1012.4;19.6;19.4;19.3;98;36;3.3;20
19/01/2004;1200;0;5;0;9;0.3;921;1010.4;25.8;20;17.7;61;5;3;70
19/01/2004;1800;-1;5;-1;10;0.2;918.8;1013.8;24.2;20.6;19.1;73;9;5.8;50
20/01/2004;0;-1;5;-1;10;1.9;922.7;1012.1;20.6;20.4;20.3;98;14;2;5
20/01/2004;1200;0;5;0;10;8.2;921.5;1010.6;21.6;20.6;20.2;92;5;2.5;70
20/01/2004;1800;-1;5;-1;10;19.9;919.2;1009.2;21.6;21;20.8;95;14;1.6;20
21/01/2004;0;-1;5;-1;10;17.4;922;1012.2;19.4;19.2;19.1;98;5;1.6;20
21/01/2004;1200;0;2;5;8;2.1;921;1010.8;24;20.4;18.9;73;14;1.5;70
21/01/2004;1800;0;5;0;9;0.1;918.5;1008.1;25;22;20.9;78;14;3.3;70
22/01/2004;0;-1;5;-1;10;4.4;920;1009.3;21.2;20.8;20.7;97;9;3.8;5
22/01/2004;1200;0;5;0;9;13.6;920.3;1009.2;23;21;20.3;85;5;4.6;70
22/01/2004;1800;0;5;0;9;0;917.5;1006.6;25;22;20.9;78;14;1.6;70
23/01/2004;0;-1;5;-1;10;6.2;920.2;1010.4;20;20;20;100;9;5;20
23/01/2004;1200;0;5;0;9;0.8;920.3;1010.2;22.4;20.2;19.4;83;9;6.6;70
23/01/2004;1800;1;4;0;8;0;918.4;1007.9;25;22;20.9;78;9;3.1;70
24/01/2004;0;0;2;0;6;0;920.8;1010.6;20.8;19.8;19.3;91;5;4.6;5
24/01/2004;1200;-1;5;-1;10;0;921.7;1011.8;21.6;19.6;18.6;84;5;4;50
24/01/2004;1800;1;2;0;5;0;919.4;1008.6;26;21.2;19.2;66;9;4.6;70
25/01/2004;0;0;1;0;2;0;921.4;1011.5;19.8;19.4;19.1;96;5;2.5;5
25/01/2004;1200;0;5;0;9;0.7;922.1;1012.2;22;19.8;19;83;9;1.3;70
25/01/2004;1800;-1;5;-1;10;0;919.1;1008.6;24.6;21.6;20.5;78;14;3.6;60
26/01/2004;0;-1;5;-1;10;10;921.4;1011;20;19.2;18.8;93;5;4;5
26/01/2004;1200;0;5;5;9;7.2;921.9;1011.6;22;20;19;84;9;2.1;70
26/01/2004;1800;-1;5;-1;10;0;919.1;1008.3;25.8;21;19;66;14;1.6;70
27/01/2004;0;-1;5;-1;10;0;921.2;1011;21.2;20;20;90;9;2.1;5
27/01/2004;1200;0;5;0;9;0.3;922.2;1011.9;23;21.4;20.9;88;14;2.5;60
27/01/2004;1800;-1;5;-1;10;1.2;920.9;1010.7;23;21;20.3;85;9;3.5;50
28/01/2004;0;0;2;0;7;0;921.8;1011.5;20.6;19.6;19.1;91;5;3.8;5
28/01/2004;1200;0;5;5;9;0;923.1;1012.7;22;20;19.2;84;5;3.6;70
28/01/2004;1800;null;5;null;10;9.8;921.6;1012;20.4;20;19.7;96;9;3.3;70
29/01/2004;0;0;5;0;9;3.7;923;1011.9;20.6;20.4;20.3;98;5;2.1;5
29/01/2004;1200;0;5;0;9;0;922.9;1012.9;22.2;19.6;18.6;80;5;3.8;60
29/01/2004;1800;-1;5;-1;10;0.3;921;1010.6;25;21.4;20;74;14;2.6;60
30/01/2004;0;-1;5;-1;10;4.6;922.9;1013.1;20.2;19.8;19.5;96;9;2.5;5
30/01/2004;1200;-1;5;-1;10;0.6;923;1012.8;21.8;20;19.4;86;14;3.3;70
30/01/2004;1800;0;2;6;9;0;920.1;1010;23.6;21;20.1;81;9;2.5;70
31/01/2004;0;0;5;0;9;1.3;922.8;1013;20.4;20;19.7;96;5;3.1;5
31/01/2004;1200;-1;5;-1;10;24.8;923;1012.8;21.8;20.6;20.1;90;9;2;70
31/01/2004;1800;-1;5;-1;10;4.6;921.2;1011.5;21.6;21.6;21.6;100;14;3.3;70
01/02/2004;0;-1;5;-1;10;13.2;923.5;1013.8;20;19.8;19.7;98;9;2.5;5
01/02/2004;1200;-1;5;-1;10;5.2;924.1;1014.3;20.8;20.6;19.5;99;14;1.6;60
01/02/2004;1800;-1;5;-1;10;0.4;921.6;1001.7;23;21;20.3;85;14;3.3;70
02/02/2004;0;-1;5;-1;10;18;922.1;1012.3;20.6;20.6;20.6;99;5;5.5;5
02/02/2004;1200;-1;5;-1;10;24.2;922.7;1013;20.2;19.8;19.5;95;5;4.1;20
02/02/2004;1800;-1;5;-1;10;0.4;920.5;1010.1;23;21.4;20.9;88;14;4.1;60
03/02/2004;0;-1;5;-1;10;0.2;922;1012.4;20;19.6;19.3;96;9;0.7;5
03/02/2004;1200;0;5;0;9;0;922.1;1012.3;22.2;20.6;19.9;86;18;2;70
03/02/2004;1800;-1;5;-1;10;1.2;919.7;1010;21.2;21;20.9;99;8;2;50
04/02/2004;0;-1;5;-1;10;0.6;921.9;1012;20.2;20;19.9;97;14;0.7;5
04/02/2004;1200;-1;5;-1;10;10.4;922.6;1012.8;21.8;20.6;20.1;89;14;1.6;60
04/02/2004;1800;0;5;0;9;1.8;920.1;1009.6;25;21.8;20.7;77;18;3.6;70
05/02/2004;0;-1;5;-1;10;2.8;923.6;1013.8;20;19.6;19.3;96;5;2;5
05/02/2004;1200;-1;5;-1;10;0.2;921.6;1011.5;22.6;21;20.5;86;5;3.3;60
05/02/2004;1800;-1;2;0;6;0.6;918.7;1007.9;26;22.8;21.7;77;14;3.6;70
06/02/2004;0;-1;5;-1;10;1;921.2;1011.2;19.8;19.2;19;94;5;3.3;5
06/02/2004;1200;0;5;0;9;0.2;921.1;1010.7;23;21.2;20.5;86;5;3.3;70
06/02/2004;1800;-1;5;-1;10;0;918.8;1008.4;23.6;21.6;20.9;83;18;5;60
07/02/2004;0;-1;5;-1;10;0;920.6;1010.2;20.8;20.6;20.5;99;5;4.8;5
07/02/2004;1200;0;5;0;8;0;920.8;1010.6;22.2;20.4;19.7;84;36;5;70
07/02/2004;1800;0;5;0;8;0;918.9;1007.9;26.8;20.6;17.8;57;5;3;70
08/02/2004;0;0;5;5;9;24.8;921.4;1011;21.4;21;20.9;96;5;3.3;5
08/02/2004;1200;-1;2;0;6;0;922.3;1011.8;23.8;21.2;20.3;80;9;8;70
08/02/2004;1800;0;2;0;5;0;920.5;1008.5;27.6;21.2;18.9;57;9;4.1;70
09/02/2004;0;0;5;0;9;0;923.6;1013.3;21;20.4;20.2;94;5;5;5
09/02/2004;1200;0;2;0;6;0;923.7;1013;23;19.8;18.3;76;5;6.3;70
09/02/2004;1800;0;2;0;5;0;921;1010.4;27.4;18.8;14.4;44;5;3.3;70
10/02/2004;0;0;0;0;0;0;922.9;1012.9;20;19;18.5;91;5;4.1;5
10/02/2004;1200;0;1;0;3;0;923;1013;22.6;18.8;17.1;69;14;5;70
10/02/2004;1800;0;2;0;5;0;920.8;1010.4;27.2;18.6;14.2;45;14;3.5;70
11/02/2004;0;0;2;0;5;0;923;1013.2;19.8;18.8;18.3;90;9;3;5
11/02/2004;1200;0;2;0;8;0;922.8;1012.2;22.2;19;18;74;14;5;70
11/02/2004;1800;0;2;0;5;0;920.9;1010.8;26;19.6;16.8;56;14;3.3;70
12/02/2004;0;0;5;0;9;0;923.2;1013.5;19.8;18.8;18.3;90;14;2.1;5
12/02/2004;1200;0;5;0;9;0;923.6;1013.7;23.2;20.6;19.6;79;14;3.3;70
12/02/2004;1800;0;2;0;7;0.2;922.1;1011.4;26.2;21.4;19.3;65;14;2.5;70
13/02/2004;0;0;-1;0;1;0;924.1;1014.2;19.6;19;18.8;95;14;0.7;5
13/02/2004;1200;0;2;0;8;0;924.3;1014;21.8;19.6;18.8;81;14;3.3;70
13/02/2004;1800;0;2;0;6;0;921.8;1011.5;25.6;19;16.2;53;14;3.6;70
14/02/2004;0;0;5;0;8;0;923.6;1013.8;19.8;18.6;17.9;88;14;3.3;5
14/02/2004;1200;9;1;0;4;0;923.9;1013.6;23;19.2;17.5;71;9;3;70
14/02/2004;1800;0;5;0;8;0;921;null;25.2;21;null;69;9;3.3;70
15/02/2004;0;-1;5;-1;10;0.4;922.6;1012.4;20.8;19.8;19.3;92;5;5.6;5
15/02/2004;1200;0;5;0;8;0.8;922.6;1011.8;23.6;21;20.1;79;9;3.3;70
15/02/2004;1800;0;5;0;6;3.2;920.4;1010.4;22;20.8;20.5;90;9;3.3;70
16/02/2004;0;-1;5;-1;10;0;922.7;1012.9;20.6;19.6;19.1;90;5;2.6;5
16/02/2004;1200;0;2;0;7;0;923.1;1012.7;24;21;19.9;78;5;5.6;70
16/02/2004;1800;0;2;0;5;0;920.1;1008.5;28.4;20.8;17.8;51;14;1.8;70
17/02/2004;0;0;5;0;9;0;922.5;1011.8;21.6;20.4;19.9;90;5;4.6;5
17/02/2004;1200;0;2;0;7;0;923.6;1013.1;22.4;19.2;17.8;75;9;2.1;70
17/02/2004;1800;1;2;0;7;0;921.5;1010.8;27;20.6;18;57;4;0.8;70
18/02/2004;0;0;0;0;0;0;923.5;1013.6;20.4;18.8;18.2;87;16;0.8;5
18/02/2004;1200;0;2;0;7;0;923.8;1013.9;22.8;20.2;19.2;79;14;3.5;70
18/02/2004;1800;0;2;0;7;0;921.5;1011.3;26.2;20.4;18.1;59;14;3.3;70
19/02/2004;0;0;5;0;9;0;922.7;1012.7;20.6;19.6;19.1;90;9;2.1;5
19/02/2004;1200;0;2;0;8;0;922.2;1011.8;23.4;19.6;17.8;71;9;3.6;70
19/02/2004;1800;0;4;0;6;0;919.2;1008.9;27;20.8;18.3;58;14;2.5;70
20/02/2004;0;-1;5;-1;10;0;920.4;1009.9;20.8;19.4;18.7;88;14;1.8;5
20/02/2004;1200;0;2;0;7;0;921.6;1011.2;24;20.2;18.6;72;14;3;70
20/02/2004;1800;0;2;0;5;0;919.4;1008.4;27.6;20.4;17.5;52;18;3.8;70
21/02/2004;0;null;5;null;10;0.4;921.6;1011.2;21.2;20.4;20;94;14;2.5;5
21/02/2004;1200;0;2;0;6;0.8;923;1012.8;22.8;19.2;17.7;72;14;3.6;70
21/02/2004;1800;0;2;0;6;0;920.9;1010.7;26.2;20.2;17.8;58;9;3;70
22/02/2004;0;0;2;0;7;0;922.8;1012.6;20.8;19.6;19.1;90;9;1.8;5
22/02/2004;1200;0;1;0;2;0;923.4;1013.2;23.6;19.2;17.3;66;9;3.3;70
22/02/2004;1800;0;2;0;5;0;920.2;1009.5;27.4;20.4;17;53;14;3.3;70
23/02/2004;0;0;5;0;8;0;923;1012.8;20.6;19.4;18.9;89;9;4;5
23/02/2004;1200;0;2;0;8;0;923.3;1012.3;24.4;20.4;18.6;71;14;2;70
23/02/2004;1800;0;2;0;6;0;920.7;1009.7;27.8;21;18.5;55;14;1.6;70
24/02/2004;0;null;5;null;10;0;922.1;1011.4;22;20.8;20.3;90;9;3.3;20
24/02/2004;1200;0;2;0;8;0;923.1;1012.5;24.4;20.6;19;72;14;2.8;70
24/02/2004;1800;0;5;0;9;0;920.2;1009.1;26.6;21;18.7;62;14;3.3;70
25/02/2004;0;null;5;null;10;0;922;1011.3;22;20.8;20.3;90;14;1.5;5
25/02/2004;1200;0;5;5;9;0;922.9;1011.9;23.6;20;18.5;72;9;3.3;70
25/02/2004;1800;null;7;1;10;0;920.9;1010.1;26.6;20.6;18.9;59;14;2.5;70
26/02/2004;0;0;5;0;8;0;922.7;1012.3;21;20.2;19.8;92;9;2.5;20
26/02/2004;1200;0;2;0;5;0;923.7;1013.6;23.2;19.4;17.6;70;14;2;70
26/02/2004;1800;0;2;0;5;0;921.7;1011;27.6;20.4;17.5;52;14;2.5;70
27/02/2004;0;0;2;0;5;0;923.6;1013.5;21;19.6;18.9;87;14;2.5;5
27/02/2004;1200;1;1;5;3;0;923.8;1013.1;24;19.6;17.7;68;36;1;70
27/02/2004;1800;0;5;0;7;0;920.1;1009.7;26.6;21.4;19.5;64;18;3.3;70
28/02/2004;0;null;5;null;10;0.2;922.4;1011.7;22;21.2;20.8;93;9;2;20
28/02/2004;1200;3;1;0;4;0;921.5;1010.2;24.8;21;19.6;72;5;5;70
28/02/2004;1800;0;9;6;8;0;917.9;1006.6;28.2;21;18;53;5;4.1;70
29/02/2004;0;null;5;null;10;0;920.7;1009.7;22;20.8;20.3;90;5;6.6;20
29/02/2004;1200;0;2;3;8;0;922.8;1011.8;23.4;20.4;19.1;77;5;5.8;70
29/02/2004;1800;0;5;5;9;0;920.1;1009;28;21;18.1;53;9;2.5;70
01/03/2004;0;0;2;0;5;0;922.3;1011.8;21.2;20.2;19.7;92;5;5;20
01/03/2004;1200;0;2;0;8;0;922.6;1012.4;23;19.6;18.1;74;9;5;70
01/03/2004;1800;0;4;0;8;0;921.2;1010.6;25.6;21.4;19.7;68;14;3.3;70
02/03/2004;0;0;0;0;0;0;922.6;1012.6;20.4;19;18.3;88;14;0.8;5
02/03/2004;1200;0;5;0;8;2.4;922;1011.5;22;20;17.2;84;14;1.6;70
02/03/2004;1800;0;2;0;6;0;919;1008.3;27;20.4;17.8;55;14;2;70
03/03/2004;0;-1;5;-1;10;0;921.9;1011.8;21;20.2;19.8;92;14;2.6;5
03/03/2004;1200;0;2;0;8;0;922.5;1012.2;23.2;19.8;18.3;73;9;2.6;70
03/03/2004;1800;0;1;0;3;0;919.8;1008.7;28.2;19.6;15.5;45;14;2.5;70
04/03/2004;0;-1;5;-1;10;0;920.8;1010.2;21.6;20.6;20.2;92;14;2;5
04/03/2004;1200;0;5;5;8;0;923.3;1012.9;22;19.8;19;82;9;2.5;70
04/03/2004;1800;0;5;5;7;0;921;1010.4;26;20.2;17.9;60;14;2;70
05/03/2004;0;0;5;0;8;0;922.8;1013;20.4;19.6;19.2;93;14;2.3;5
05/03/2004;1200;0;2;0;8;0;923.7;1013.6;23.2;19.8;18.3;73;9;2.6;70
05/03/2004;1800;0;4;5;9;0;921.7;1011.5;25.2;21.2;19.6;70;14;4.5;70
06/03/2004;0;0;2;0;7;0;922.8;1012.8;19.8;19;18.6;92;14;0.7;5
06/03/2004;1200;0;5;0;9;0;923.2;1013.2;22.8;20.4;19.6;81;14;2.1;60
06/03/2004;1800;0;4;0;8;0.4;921;1010.6;24.2;20.6;19.1;72;14;3.6;70
07/03/2004;0;-1;5;-1;10;0;922.9;1012.9;20.6;20;19.8;94;14;2.3;5
07/03/2004;1200;-1;5;-1;10;0.6;923.4;1013.4;22;20.6;19.9;89;14;2;60
07/03/2004;1800;-1;5;-1;10;1.8;922.9;1013.5;22.4;20.6;19.6;85;14;1.8;60
08/03/2004;0;-1;5;-1;10;0;923.4;1013.6;20;19.2;18.8;93;9;2.3;5
08/03/2004;1200;0;5;0;9;0;923.9;1012.6;22.4;20;19;81;14;3.3;70
08/03/2004;1800;0;5;5;8;0;921.3;1011.1;25;20.6;18.4;69;14;3.3;70
09/03/2004;0;-1;5;-1;10;0;923.9;1014.2;20;19.4;19.2;95;14;3.1;5
09/03/2004;1200;0;5;0;9;0;924.8;1015.1;21.8;19.6;18.8;81;9;2.5;60
09/03/2004;1800;0;4;0;8;0.1;922.7;1012.7;25.6;20.4;18.3;62;14;3;70
10/03/2004;0;-1;5;-1;10;0.2;924.8;1015;20.8;20;19.6;93;9;3.3;5
10/03/2004;1200;0;5;0;9;0;924.7;1014.9;23.6;20.6;19.5;76;9;3;70
10/03/2004;1800;-1;2;0;8;0;922.5;1012.2;24.6;20.6;19;69;9;5.3;70
11/03/2004;0;-1;5;-1;10;0.4;923.9;1013.8;20.6;20;19.8;94;9;1.1;5
11/03/2004;1200;0;5;0;8;0;922.4;1012.1;23.4;20.6;19.5;79;9;2.1;60
11/03/2004;1800;0;2;0;7;0;919.9;1009;26.6;21.6;19.7;65;9;3.6;70
12/03/2004;0;-1;5;-1;10;15;921.2;1011;21;20.6;20.5;96;14;1;5
12/03/2004;1200;0;5;0;9;1;921.7;1011.4;23.2;21.2;20.5;83;9;4.5;70
12/03/2004;1800;-1;5;-1;10;33.4;919.2;null;22;21.2;null;93;5;2;50
13/03/2004;0;0;5;0;9;4.4;921.5;1011.2;21.2;20.8;20.7;97;9;3.3;5
13/03/2004;1200;0;2;0;8;0;922.3;1011.6;23;21;20.3;85;5;6.6;70
13/03/2004;1800;0;2;0;6;0;920.2;1009.3;27.6;21;18.6;56;5;3.3;70
14/03/2004;0;0;1;0;1;0;922.2;1011.7;21.8;21;20.6;92;9;5.1;5
14/03/2004;1200;0;2;5;4;0;923.2;1012.6;23.4;20.2;18.9;76;5;3.3;70
14/03/2004;1800;0;4;0;7;0;920.3;1009.3;27.4;20.4;16.7;53;9;2.3;70
15/03/2004;0;-1;5;-1;10;0;923.4;1013;21.6;21.4;21.3;98;9;3.8;5
15/03/2004;1200;0;1;0;2;0;922.5;1012.1;23.6;18.8;16.6;63;14;1.6;70
15/03/2004;1800;0;2;0;5;0;919.9;1009.4;27.2;21.4;19;61;14;2.3;70
16/03/2004;0;0;-1;0;3;0;921.1;1010.6;21.8;20.8;20.4;91;14;1.6;5
16/03/2004;1200;0;2;5;5;0;921.6;1010.7;23.2;19;17;67;9;2.6;70
16/03/2004;1800;0;5;0;8;0.4;918.5;1007.8;25.6;21;19.3;66;9;3.3;70
17/03/2004;0;0;2;0;6;0;920.1;1009.6;21;19.8;19.3;89;9;3.8;5
17/03/2004;1200;0;2;0;8;0.6;921.4;1011;23.4;19.6;17.8;71;5;5.8;70
17/03/2004;1800;0;2;0;6;0;918.4;1007.1;28.2;21.6;17.4;56;5;3.6;70
18/03/2004;0;0;2;0;5;0;920.3;1009.7;21.6;20.6;20.2;92;9;2.6;5
18/03/2004;1200;0;2;0;8;0;921;1010.3;22.8;20;19;78;5;6.6;70
18/03/2004;1800;0;2;0;4;0;918.2;1007.3;27.4;18.4;13.7;42;9;2.5;70
19/03/2004;0;0;5;0;9;0;920.9;1010.3;21.8;20.4;19.7;87;9;4;5
19/03/2004;1200;1;2;0;6;0;922.4;1011.9;23.6;20;18.5;72;9;5.1;70
19/03/2004;1800;1;2;0;6;0;919.4;1008.6;26.6;20.2;17.4;57;9;2;70
20/03/2004;0;0;0;0;0;0;921.2;1011;19.8;18.2;17.8;85;9;5.5;5
20/03/2004;1200;0;2;0;6;0;922.2;1012.1;22.8;19.4;17.9;73;9;3.6;70
20/03/2004;1800;0;1;0;2;0;919.6;1008.9;27.6;19.8;16.2;49;9;5;70
21/03/2004;0;0;0;0;0;0;921.2;1011;20.2;18.6;18;85;9;5;5
21/03/2004;1200;-1;5;-1;10;1.6;921.3;1011.3;22;20.2;19.5;85;9;3.3;70
21/03/2004;1800;0;2;0;5;0;918.8;1008;26.8;21.4;19.2;62;9;4.1;70
22/03/2004;0;-1;5;-1;10;0;920.6;1010.5;21.4;20.2;19.7;89;9;3.3;5
22/03/2004;1200;0;5;0;9;0;921.6;1011;24;21;19.9;78;9;5.8;70
22/03/2004;1800;0;2;0;5;0;918.9;1007.7;28.4;21;17.9;52;9;2.6;70
23/03/2004;0;0;1;0;3;0;921.7;1011.2;21;20;19.5;91;9;5;5
23/03/2004;1200;0;2;7;7;0;922.2;1011.7;24;20.2;18.6;72;9;5.5;70
23/03/2004;1800;0;4;7;6;0;919.9;1009;27.6;20.6;17.7;54;14;2.5;70
24/03/2004;0;0;1;0;1;0;922;1011.5;20.6;19.4;18.9;89;9;1.6;5
24/03/2004;1200;0;2;0;8;0;922.1;1011.2;23.4;20;18.5;74;9;3.3;70
24/03/2004;1800;0;2;0;6;0;919.9;1009;27.2;19.6;16.2;50;9;2.5;70
25/03/2004;0;-1;5;-1;10;0;922;1011.7;21;20.4;20.2;94;14;2.3;5
25/03/2004;1200;0;2;0;6;0;921.9;1011.4;24.2;19.8;17.9;67;14;3.3;70
25/03/2004;1800;0;2;0;4;0;919.8;1009.1;27.6;21.4;18.9;58;14;3.3;70
26/03/2004;0;0;1;0;1;0;922.2;1011.7;20.4;19.4;18.9;91;14;1.1;5
26/03/2004;1200;0;5;0;8;0;921.6;1010.7;23.2;20;18.7;75;14;3;70
26/03/2004;1800;0;2;0;5;0;919.3;1008.5;25.8;20;17.7;59;14;2.5;70
27/03/2004;0;0;1;0;3;0;921;1010.6;20.6;20;19.8;94;14;2.3;5
27/03/2004;1200;0;2;0;5;0;921;1010;23.6;18.8;16.6;63;9;6.3;70
27/03/2004;1800;0;2;0;5;0;919.1;1007.9;28;19.2;15;43;9;4.1;70
28/03/2004;0;0;5;0;9;0;921.4;1011;20.6;19.4;18.9;89;9;3.3;5
28/03/2004;1200;0;2;5;8;0;921.9;1011;23;19.2;17.5;71;9;4.6;70
28/03/2004;1800;4;2;0;6;0;919.7;1009.2;26.2;18.6;15;48;14;4.1;70
29/03/2004;0;0;2;0;5;0;922;1012.1;19.4;18.4;17.9;90;9;2.3;5
29/03/2004;1200;0;2;0;6;0;923;1013.5;23;19.4;17.9;73;18;2.8;70
29/03/2004;1800;0;2;0;5;0;920.8;1010.4;26.6;20.4;17.7;58;18;3;70
30/03/2004;0;0;1;0;3;0;924;1014.1;20.4;19.6;19.3;93;14;1.6;5
30/03/2004;1200;0;2;0;7;0;924.7;1014.1;23.6;20;18.5;72;14;3;70
30/03/2004;1800;0;2;0;5;0;921.8;1011.3;26.8;20;17.3;53;14;2;70
31/03/2004;0;0;1;0;1;0;924.6;1014.6;20;19;18.5;91;14;1.6;5
31/03/2004;1200;0;2;0;8;0;924.5;1014.7;22.8;20;19;78;14;2.8;70
31/03/2004;1800;0;4;0;8;0;921.4;1010.6;27.8;20.8;17.9;54;9;2.1;70
01/04/2004;0;-1;5;-1;10;0;922.9;1012.7;21.6;20.4;19.9;90;14;2.8;5
01/04/2004;1200;0;5;0;9;0.2;924.4;1013.9;22.8;20.6;19.8;82;14;1.6;70
01/04/2004;1800;0;4;0;6;0;921.3;1010.7;25;20.6;18.7;69;14;2.5;70
02/04/2004;0;-1;5;-1;10;0;923;1012.8;21.4;20.6;20.2;92;14;0.7;5
02/04/2004;1200;0;2;0;7;0;924.7;1014.5;23.4;20.8;19.8;80;14;2.8;70
02/04/2004;1800;0;2;0;7;0;921.2;1010.2;28;21.6;19;56;14;1.6;70
03/04/2004;0;-1;5;-1;10;0;923.5;1013.2;21.2;20;19.5;90;14;3.3;5
03/04/2004;1200;0;2;0;5;0;923.8;1013.4;24.6;20.4;18.8;68;14;2.6;70
03/04/2004;1800;0;5;0;9;0;921.6;1011.1;25.8;21.8;20.4;70;14;4.1;70
04/04/2004;0;0;5;0;8;0;923.9;1013.5;21.4;20.2;19.7;89;9;3.8;5
04/04/2004;1200;0;2;0;8;0;925.2;1014.8;24.4;20.4;18.6;71;14;1.6;70
04/04/2004;1800;0;2;0;5;0;921.7;1010.9;27;22;15;65;14;2.5;70
05/04/2004;0;0;5;0;8;0;923.4;1013.6;21.8;20.4;19.7;87;9;6.6;20
05/04/2004;1200;0;2;0;7;0;924.3;1013.4;23.8;19.6;17.5;68;14;2.5;70
05/04/2004;1800;0;4;0;7;0;921.2;1010.3;27.4;20.8;18.1;55;14;1.6;70
06/04/2004;0;-1;5;-1;10;0;923.2;1012.8;21.4;20.4;19.9;91;14;2.1;20
06/04/2004;1200;0;5;0;9;0;923.3;1012.9;23.6;20.4;19.1;74;9;2.5;60
06/04/2004;1800;-1;5;-1;10;0.2;920.6;1009.9;25.8;22.2;21;73;14;2;60
07/04/2004;0;-1;5;-1;10;0;922.4;1011.9;21.2;20.2;19.7;92;14;2.6;5
07/04/2004;1200;0;2;0;6;0;922.6;1011.7;24.2;20.6;19.1;72;9;3;70
07/04/2004;1800;0;4;0;6;0;920;1008.9;27.8;21.4;19.1;58;9;2.5;70
08/04/2004;0;0;1;0;3;0;921.9;1011.2;21.4;20;19.3;87;9;2.6;5
08/04/2004;1200;-1;5;-1;10;0.8;923.5;1013.5;21.4;20.8;20.6;94;9;4.1;60
08/04/2004;1800;0;2;5;8;0.2;921;1010;27.4;20.8;18.1;55;14;3;70
09/04/2004;0;0;1;0;3;0;923.4;1013.6;21;20;19.5;91;9;1.6;5
09/04/2004;1200;0;5;0;9;0;923.8;1013.7;23;20;18.7;77;9;3.3;70
09/04/2004;1800;0;5;5;7;0;920.8;1010;26.8;20.6;18.1;57;14;2.5;70
10/04/2004;0;0;2;0;5;0;921.9;1011.8;20.4;19.4;18.9;91;9;3.3;5
10/04/2004;1200;-1;5;-1;10;0;921.5;1010.8;22.6;20.2;19.4;80;9;1.6;70
10/04/2004;1800;0;4;0;7;0;918.1;1007.9;25;21.4;20;74;14;1.6;70
11/04/2004;0;-1;5;-1;10;0;918.8;1004.8;21.8;19.6;19.2;93;9;4.8;5
11/04/2004;1200;0;2;0;7;0;920;1010.3;23.6;20.6;19.5;76;9;5;70
11/04/2004;1800;0;2;0;5;0;917.1;1006.5;27.8;21;21.3;56;14;3;70
12/04/2004;0;0;5;0;9;0;918.8;1008;21.8;20.8;20.4;91;9;4.1;5
12/04/2004;1200;1;2;0;7;0;920.9;1010.1;24.4;20.6;19;72;9;5.6;70
12/04/2004;1800;-1;5;-1;10;3.6;918.9;1009;21.4;21;20.9;96;14;2;50
13/04/2004;0;0;-1;0;1;1.6;921.1;1010.5;20.2;19.2;18.7;91;9;4.6;5
13/04/2004;1200;0;2;5;5;0;922.6;1011.6;24;20.6;19.3;75;14;3.6;70
13/04/2004;1800;0;4;0;5;0;920;1009.4;27;21.6;19.4;62;14;3.3;70
14/04/2004;0;null;5;null;10;0.4;923;1012.6;21.2;21;20.9;99;14;3;5
14/04/2004;1200;-1;5;-1;10;17.6;923.5;1013.8;21.2;20.4;20;94;5;3.3;50
14/04/2004;1800;0;5;0;9;0.1;920.3;1006.9;25.2;21.4;20;71;14;3;60
